age,annual_income,employment_years,loan_amount,loan_term,credit_history_years,credit_accounts,late_payments,debt_to_income,credit_utilization,savings_balance,existing_loans,education_level,employment_type,home_ownership,default_risk
52,797629.84,4.3,275238.32,60,11.5,8,1,0.4547,0.5356,79907.27,1,Graduate,Self-employed,Rent,1
29,845858.47,0.0,503410.13,60,9.6,4,0,0.2308,0.6553,185148.07,1,Graduate,Salaried,Rent,0
55,641413.94,3.1,983244.8,24,13.6,3,1,0.4156,0.429,100901.53,0,Graduate,Self-employed,Mortgage,0
39,474812.39,6.6,553019.42,60,2.3,3,3,0.1147,0.3856,904896.99,2,Graduate,Contract,Own,1
36,562361.74,6.7,436783.55,48,12.8,3,0,0.1567,0.5827,109808.24,1,Graduate,Self-employed,Own,1
23,520694.31,6.2,262151.24,24,4.0,5,1,0.4663,0.6297,69365.64,1,High School,Contract,Own,0
40,2435937.13,8.2,916994.84,12,11.2,7,3,0.1638,0.1892,87695.48,3,High School,Salaried,Rent,1
44,641969.42,3.7,596468.34,24,6.9,4,1,0.1402,0.224,177514.49,1,High School,Salaried,Mortgage,0
53,867539.63,6.1,284255.43,60,10.1,4,0,0.4003,0.0875,196870.14,0,Graduate,Salaried,Mortgage,0
44,1731712.64,8.3,807036.65,48,7.2,6,1,0.2977,0.1915,230574.55,3,Graduate,Contract,Own,0
31,401415.52,5.7,647405.39,48,0.5,6,1,0.1611,0.0824,373218.5,2,Graduate,Salaried,Mortgage,0
28,663603.94,1.0,265191.67,24,0.5,6,0,0.316,0.2969,47286.9,4,Graduate,Salaried,Rent,0
56,560550.87,2.2,421302.76,48,7.8,8,1,0.2654,0.6057,387101.45,2,Postgraduate,Salaried,Own,1
58,619923.58,9.3,326668.31,12,5.9,4,0,0.3093,0.1892,86646.28,0,Graduate,Salaried,Mortgage,0
60,589052.78,11.6,2492514.31,36,8.6,3,1,0.151,0.4879,248211.0,0,Graduate,Contract,Rent,1
40,434606.04,10.7,635798.54,36,6.0,2,1,0.1185,0.4381,713255.8,0,Postgraduate,Salaried,Rent,0
55,723751.44,6.9,508082.03,24,15.1,7,2,0.2054,0.6533,95044.68,1,High School,Contract,Mortgage,1
45,362318.74,1.2,611844.75,48,7.9,5,2,0.0685,0.1179,91947.25,0,Graduate,Salaried,Rent,1
55,1119746.8,6.0,1102905.42,24,5.2,5,2,0.0536,0.4798,79323.21,1,High School,Contract,Mortgage,0
45,915795.2,12.2,426260.43,48,8.3,7,1,0.1127,0.512,137354.68,0,Postgraduate,Salaried,Rent,0
49,495500.23,8.5,306680.52,36,5.3,2,1,0.1749,0.6683,495347.61,0,Graduate,Salaried,Own,0
38,508889.82,5.2,779016.07,36,7.4,5,1,0.1079,0.7393,73811.46,0,High School,Salaried,Own,0
38,756349.2,8.5,401630.94,24,2.1,4,1,0.1257,0.5468,121262.08,1,Graduate,Salaried,Rent,0
22,418958.74,0.9,224486.51,12,7.0,5,3,0.3693,0.2782,392897.2,1,High School,Salaried,Mortgage,1
55,1760866.74,3.2,197789.12,60,5.1,5,2,0.0635,0.4767,296520.96,0,Postgraduate,Salaried,Mortgage,0
36,791422.15,1.7,1215961.43,24,2.5,5,3,0.2382,0.3167,120685.06,1,Graduate,Salaried,Rent,1
56,806954.35,7.9,490201.51,48,14.9,3,2,0.0421,0.6372,152051.81,0,Graduate,Salaried,Rent,0
53,945550.37,8.9,306748.68,60,2.7,3,3,0.2275,0.3223,374517.79,1,Graduate,Self-employed,Mortgage,1
24,472608.6,5.4,386421.94,24,7.0,8,1,0.0951,0.5049,638018.84,1,Postgraduate,Salaried,Mortgage,0
53,1183140.77,2.5,760584.07,24,3.8,8,2,0.281,0.7496,701883.04,3,Postgraduate,Self-employed,Own,0
34,692262.84,5.9,371866.16,48,8.2,3,1,0.1594,0.3406,542831.03,1,Graduate,Contract,Own,0
41,1096142.38,4.1,175409.77,60,1.9,6,0,0.2162,0.6227,105310.08,0,Postgraduate,Salaried,Rent,0
40,582948.09,2.8,556153.39,60,10.4,4,1,0.542,0.4094,771131.62,0,High School,Salaried,Mortgage,0
28,1341408.4,7.4,987003.58,36,15.1,5,1,0.1642,0.3939,99669.1,3,Postgraduate,Salaried,Mortgage,1
27,810548.64,3.0,945013.67,48,3.6,2,3,0.5067,0.0855,48040.89,6,Graduate,Salaried,Own,1
23,2158893.77,0.0,312837.26,24,11.9,4,2,0.2402,0.3635,196929.56,2,Postgraduate,Self-employed,Own,0
37,530455.18,0.6,1026807.56,60,5.5,6,1,0.2441,0.3181,586357.73,1,Graduate,Salaried,Own,0
53,727398.54,0.0,516804.71,60,13.0,3,1,0.0789,0.4436,306083.1,1,High School,Salaried,Mortgage,0
32,368560.7,7.0,1008272.1,24,15.8,5,2,0.185,0.0699,169692.58,1,Graduate,Salaried,Mortgage,1
42,485829.79,6.6,653370.37,36,6.1,6,0,0.3795,0.6425,227249.23,1,High School,Self-employed,Mortgage,1
42,913469.48,6.4,167370.45,24,0.9,3,3,0.2292,0.3166,275520.62,3,Graduate,Self-employed,Own,1
50,1209667.5,8.4,1400560.64,24,10.8,6,0,0.1356,0.6785,202554.84,1,Graduate,Contract,Own,0
58,3320026.54,10.8,465404.58,48,7.9,5,1,0.0862,0.5164,142119.89,0,High School,Contract,Mortgage,0
58,616357.08,3.6,654691.13,36,9.0,4,0,0.3973,0.3014,99520.25,2,Postgraduate,Salaried,Rent,1
28,389048.88,7.6,187845.27,12,5.6,5,1,0.3782,0.6331,196923.31,5,Postgraduate,Salaried,Own,1
47,983680.88,0.0,624973.85,36,3.5,6,0,0.54,0.7944,163190.22,3,Postgraduate,Salaried,Own,0
47,349557.26,11.5,921636.24,60,11.6,6,1,0.1135,0.1358,180520.21,1,Graduate,Salaried,Mortgage,1
54,886538.83,1.0,1583203.81,36,8.3,7,0,0.3951,0.6174,415612.12,0,Graduate,Salaried,Rent,0
41,493109.73,3.2,1118235.69,36,1.2,1,0,0.0781,0.447,147650.3,2,Graduate,Salaried,Rent,1
50,730222.73,3.6,645156.96,24,9.7,4,0,0.19,0.5277,152391.37,0,High School,Salaried,Rent,0
53,1184466.47,0.0,164910.4,60,8.9,5,2,0.2745,0.1892,209533.91,1,Postgraduate,Salaried,Rent,0
48,611594.19,6.1,490401.72,48,5.7,3,1,0.3786,0.2539,1470920.34,0,Postgraduate,Contract,Rent,0
53,1085782.13,6.9,306162.61,36,13.5,7,0,0.0849,0.097,75146.52,2,Graduate,Contract,Own,0
25,1050697.56,5.2,524257.62,12,4.5,4,0,0.5377,0.1068,431150.69,2,Postgraduate,Salaried,Mortgage,0
39,233128.55,0.0,204105.25,12,6.3,6,2,0.2515,0.6944,141707.09,1,Graduate,Salaried,Own,1
24,395872.41,13.9,392540.26,24,10.1,2,1,0.1166,0.7695,171428.51,4,Graduate,Salaried,Rent,0
55,275332.26,8.2,321526.05,36,7.3,3,1,0.3138,0.7692,63005.72,4,Postgraduate,Contract,Mortgage,1
37,1954574.44,16.5,315115.57,60,1.5,4,2,0.455,0.215,810237.27,3,Graduate,Contract,Own,0
48,613393.59,2.8,317156.09,36,7.7,4,3,0.1982,0.8366,215074.72,2,Graduate,Salaried,Rent,1
50,1730954.78,9.8,411966.49,60,5.3,4,0,0.2328,0.8673,304910.61,2,Graduate,Salaried,Own,1
49,264766.58,9.1,542004.43,36,10.4,4,2,0.1067,0.6682,54265.95,2,Graduate,Salaried,Mortgage,0
26,474352.03,4.8,88697.06,48,7.6,5,1,0.2455,0.1492,107677.65,0,Graduate,Salaried,Mortgage,0
55,1009536.3,11.6,96020.93,48,7.4,8,1,0.2067,0.8651,250369.52,0,Graduate,Self-employed,Own,0
57,717356.84,4.4,361079.52,24,2.8,5,1,0.2103,0.5926,158249.78,0,Graduate,Salaried,Rent,1
44,871351.37,4.6,395716.36,36,6.1,7,3,0.1649,0.5561,257314.74,1,Graduate,Contract,Mortgage,1
49,326156.67,0.0,508858.44,48,10.9,6,2,0.0535,0.5485,968004.63,3,Graduate,Salaried,Rent,0
51,1386051.43,7.6,280412.17,12,3.9,2,0,0.1726,0.5048,269521.3,1,Postgraduate,Self-employed,Mortgage,0
55,996581.79,0.7,452777.1,36,6.9,3,1,0.232,0.2886,125707.88,3,High School,Salaried,Own,0
53,810674.32,3.8,488572.4,36,3.3,7,1,0.1517,0.6159,106897.26,3,High School,Salaried,Rent,0
41,445807.26,1.9,279159.92,60,2.3,4,1,0.1249,0.5264,97580.73,1,High School,Self-employed,Rent,1
52,776706.41,4.5,869565.68,36,6.7,7,0,0.158,0.5242,127848.34,1,Postgraduate,Contract,Rent,0
43,553716.53,7.8,504863.8,48,7.7,8,1,0.2307,0.148,132233.88,0,Graduate,Self-employed,Rent,1
53,262224.81,6.0,642118.13,36,15.0,6,1,0.2062,0.7647,197964.73,0,Postgraduate,Self-employed,Rent,0
23,632221.49,8.8,470594.74,48,5.2,8,4,0.3171,0.4791,274682.43,6,Graduate,Self-employed,Own,1
38,596315.95,11.1,1766287.38,36,6.8,3,1,0.1293,0.0809,255014.4,1,Graduate,Salaried,Own,1
45,1165951.99,4.5,663086.65,60,2.0,9,2,0.0587,0.2408,200065.78,2,Graduate,Self-employed,Own,1
51,190192.71,4.1,327684.72,36,9.4,8,1,0.1945,0.7774,211429.02,3,High School,Self-employed,Own,1
23,739764.78,9.8,767298.62,36,8.6,5,1,0.4156,0.7273,1368534.54,2,Graduate,Salaried,Mortgage,0
60,344264.39,10.1,155213.93,48,13.0,6,1,0.2008,0.4062,100989.02,1,Graduate,Salaried,Mortgage,0
44,774753.72,9.0,486378.8,36,11.4,2,2,0.4436,0.5192,174770.62,2,Graduate,Self-employed,Rent,0
52,798573.01,2.2,553743.6,24,8.4,4,0,0.5309,0.2079,43152.32,1,Graduate,Self-employed,Own,1
42,619682.8,7.7,490002.79,12,5.1,4,0,0.0713,0.7372,132505.74,1,High School,Salaried,Rent,0
43,1013316.18,6.4,362234.33,12,7.8,3,2,0.2721,0.1301,87699.5,2,High School,Self-employed,Rent,0
22,327602.52,10.2,233053.93,60,6.6,6,2,0.6211,0.7586,100390.95,1,Graduate,Self-employed,Own,1
47,1195379.05,3.7,269393.2,24,10.8,6,2,0.4002,0.5475,69710.11,3,Graduate,Salaried,Own,1
22,440332.0,0.0,480869.67,24,10.3,3,2,0.413,0.4956,61023.55,1,High School,Self-employed,Mortgage,1
46,276228.41,8.8,218210.48,48,5.8,7,4,0.1616,0.6095,198503.0,0,Graduate,Salaried,Own,1
37,559562.14,0.0,1422052.5,36,1.2,2,0,0.1678,0.292,317736.79,0,High School,Salaried,Rent,1
60,205333.55,3.1,80855.54,36,12.3,5,2,0.2866,0.3342,97099.12,1,Graduate,Salaried,Mortgage,1
53,747525.19,1.9,364677.34,24,9.3,2,0,0.3749,0.0774,35542.97,2,Graduate,Contract,Rent,0
29,563622.45,1.9,483475.6,60,5.7,2,0,0.2508,0.2694,196728.77,2,Postgraduate,Salaried,Rent,0
59,1281133.06,3.0,625825.25,60,9.2,4,1,0.417,0.6997,262047.01,2,Postgraduate,Self-employed,Rent,0
49,928788.16,10.9,248116.03,60,7.3,4,2,0.4897,0.3589,308567.69,0,Graduate,Salaried,Mortgage,1
46,302286.24,9.3,940619.97,36,12.3,2,0,0.0611,0.202,79514.74,5,High School,Contract,Own,1
55,409877.87,5.0,181863.68,48,0.5,6,0,0.4556,0.2398,110855.29,2,High School,Self-employed,Own,1
45,865526.33,10.5,311457.85,24,5.4,7,0,0.4298,0.3654,74073.55,0,Postgraduate,Contract,Mortgage,0
44,1035734.19,1.8,673665.36,12,13.4,1,0,0.2257,0.7357,99637.65,2,Graduate,Self-employed,Own,0
33,1273275.34,1.2,884807.54,12,9.3,3,1,0.1115,0.5799,95692.63,2,High School,Self-employed,Mortgage,0
27,1267691.07,9.5,180665.41,36,14.1,6,0,0.3878,0.4115,119716.93,1,High School,Salaried,Own,0
56,618770.8,8.3,2511213.79,36,2.1,4,0,0.2504,0.5027,147202.24,1,Graduate,Salaried,Mortgage,1
40,793483.67,4.2,251106.73,36,11.3,6,0,0.2709,0.4417,197295.34,1,High School,Salaried,Mortgage,0
21,1327799.77,1.5,191776.18,12,11.0,3,4,0.1439,0.3279,91518.23,1,Postgraduate,Self-employed,Own,1
28,550128.95,11.8,623913.83,36,0.5,7,1,0.155,0.3791,160961.84,1,Graduate,Salaried,Own,0
36,800968.62,0.0,358832.91,48,5.8,5,1,0.2559,0.3506,87138.31,4,Graduate,Salaried,Mortgage,0
34,543042.69,3.6,325972.68,36,6.6,3,1,0.3515,0.2182,44202.48,2,Graduate,Contract,Own,1
32,480079.11,6.9,662762.18,48,0.5,5,1,0.1658,0.183,277395.92,1,High School,Self-employed,Own,1
43,667529.9,13.2,166751.62,24,5.9,7,1,0.4492,0.6005,105923.13,1,Graduate,Contract,Mortgage,0
35,445333.51,7.5,148838.26,48,10.5,6,2,0.3636,0.4362,44991.95,1,Graduate,Salaried,Own,0
48,604842.79,7.9,305186.3,36,5.4,6,2,0.3713,0.2995,281846.29,2,Graduate,Salaried,Rent,0
54,367876.46,3.7,906765.36,24,8.0,7,3,0.5851,0.4902,147275.15,0,Graduate,Salaried,Rent,1
22,585505.43,8.3,313911.67,24,8.0,5,2,0.135,0.4817,258580.22,2,Postgraduate,Salaried,Own,1
52,831795.84,6.4,1272449.97,36,7.0,9,1,0.3693,0.4873,251551.68,3,High School,Salaried,Rent,1
43,470197.31,0.0,982310.23,48,4.2,1,0,0.5084,0.9096,74999.07,1,Graduate,Salaried,Own,1
42,653330.3,9.2,540861.16,36,9.6,3,2,0.1874,0.9791,378926.71,1,Graduate,Salaried,Mortgage,0
45,701773.56,9.9,561194.81,24,0.7,2,0,0.2135,0.5187,41545.61,2,Graduate,Salaried,Rent,0
42,833694.1,9.2,540529.54,60,7.0,2,1,0.3963,0.0905,131003.48,3,High School,Salaried,Rent,0
42,603957.27,6.1,499228.6,48,12.5,7,3,0.3597,0.5404,124244.41,2,Graduate,Salaried,Mortgage,1
26,1181096.89,2.2,354670.96,36,5.2,9,3,0.0997,0.4858,96705.2,1,High School,Self-employed,Own,1
35,204683.93,0.0,382460.54,36,4.1,4,1,0.2909,0.4061,480009.78,1,High School,Self-employed,Rent,0
57,3270625.17,6.6,224477.05,24,9.9,4,1,0.0478,0.4084,229053.4,0,Graduate,Self-employed,Mortgage,0
53,402561.87,10.3,106988.33,36,7.7,9,0,0.4046,0.1805,58349.7,0,Graduate,Salaried,Own,0
28,811461.45,10.0,922321.15,36,10.0,5,0,0.1676,0.2418,65509.69,1,Postgraduate,Contract,Rent,0
25,387926.16,9.3,498431.2,60,7.2,4,0,0.3738,0.5639,1008620.44,0,Graduate,Contract,Own,1
59,926412.73,5.7,451820.49,36,0.5,10,0,0.1264,0.878,122911.36,4,Graduate,Salaried,Rent,1
24,756789.69,10.3,583030.51,36,11.7,3,1,0.2442,0.3638,95213.12,2,Graduate,Salaried,Mortgage,0
26,454446.37,9.7,262641.3,36,15.3,6,1,0.1049,0.5991,454011.28,1,Graduate,Salaried,Own,1
52,1172824.71,4.3,234758.46,60,12.1,6,2,0.1259,0.42,43435.21,2,High School,Self-employed,Own,0
50,593949.25,8.7,374223.25,48,0.5,5,1,0.1204,0.4707,545970.62,0,High School,Salaried,Mortgage,0
55,878258.64,3.9,1095002.14,36,8.8,4,2,0.1429,0.6731,95075.22,0,High School,Contract,Rent,0
60,392499.19,8.2,210516.9,48,5.1,7,1,0.4057,0.5976,271747.18,3,Graduate,Salaried,Rent,0
36,639050.94,0.8,81585.79,36,2.7,4,1,0.2194,0.7685,122711.97,0,Postgraduate,Contract,Rent,1
33,1956370.72,1.1,320645.73,36,7.5,3,1,0.2594,0.486,51083.74,1,Postgraduate,Contract,Rent,0
50,1103898.63,10.2,945772.95,24,6.4,2,0,0.22,0.4519,207624.45,4,Postgraduate,Contract,Own,1
39,769825.43,9.8,145925.17,36,9.0,3,0,0.0571,0.3091,384211.77,4,Postgraduate,Salaried,Own,0
37,507788.95,8.5,208943.37,24,7.2,2,0,0.3406,0.5332,27501.27,3,Graduate,Salaried,Rent,0
39,674584.24,6.4,534083.91,60,2.5,4,1,0.4662,0.3667,71404.71,0,High School,Self-employed,Rent,0
48,724610.06,0.0,2391526.53,36,4.7,9,1,0.1673,0.2679,484575.0,1,Graduate,Self-employed,Rent,0
46,832179.37,5.7,186123.42,60,4.0,2,0,0.0602,0.1385,247412.29,0,Postgraduate,Salaried,Mortgage,0
57,359534.12,7.8,181497.24,36,0.5,5,1,0.1575,0.5188,260904.95,1,Graduate,Self-employed,Own,1
46,938794.63,3.9,560820.85,48,1.5,9,1,0.2764,0.2954,379048.72,1,Graduate,Salaried,Own,0
43,356985.85,3.2,984649.72,36,6.2,4,1,0.0845,0.5025,261710.2,0,High School,Salaried,Rent,1
29,1594143.02,11.8,299940.29,24,12.7,4,2,0.4131,0.7644,202538.92,2,Graduate,Salaried,Own,0
32,425207.29,5.8,156858.07,36,4.9,8,1,0.149,0.515,439601.95,0,Graduate,Contract,Rent,0
21,765185.23,7.8,596562.84,12,4.0,5,0,0.069,0.2067,131745.35,5,Graduate,Salaried,Mortgage,1
21,1129805.51,9.1,671084.12,36,2.3,3,3,0.0732,0.6191,177628.64,0,Postgraduate,Self-employed,Mortgage,1
54,565756.25,2.0,1429919.48,36,7.1,2,1,0.2738,0.4522,348501.07,5,High School,Salaried,Own,1
52,783916.39,6.8,689704.47,48,11.7,8,0,0.2059,0.3134,97617.92,0,Postgraduate,Self-employed,Own,0
45,1431276.83,11.3,770847.48,24,15.0,6,3,0.1843,0.8067,562770.44,0,High School,Contract,Own,0
60,886600.07,13.3,379499.48,24,8.1,3,0,0.355,0.396,227245.84,1,Postgraduate,Salaried,Rent,0
21,790388.98,6.2,2200028.09,36,7.6,7,3,0.3134,0.2995,71796.98,0,Graduate,Salaried,Rent,1
36,257325.13,5.0,347392.5,60,4.8,4,2,0.2938,0.6719,154175.07,2,Graduate,Self-employed,Own,1
59,388940.01,7.1,302323.67,48,5.5,4,2,0.2257,0.4218,59401.98,1,High School,Contract,Rent,1
25,1156066.34,7.0,1458891.65,36,9.5,2,0,0.3946,0.4357,192803.9,1,Graduate,Salaried,Rent,0
42,889309.24,11.5,172602.86,36,5.7,6,1,0.1344,0.3238,132942.04,1,Postgraduate,Salaried,Own,0
49,966594.25,2.0,135426.92,12,6.4,4,1,0.1959,0.8748,90124.58,1,High School,Salaried,Mortgage,0
23,921903.61,4.9,486365.1,60,6.9,5,0,0.5303,0.1044,43330.1,3,High School,Salaried,Mortgage,0
32,1321256.5,1.5,449492.35,48,4.6,5,2,0.1699,0.6804,95539.01,3,Graduate,Salaried,Rent,1
46,562956.52,2.0,388044.64,36,6.7,8,1,0.5322,0.5004,155785.04,2,High School,Contract,Rent,1
36,694538.32,7.5,858598.94,36,0.5,5,0,0.0677,0.616,133667.6,1,High School,Salaried,Own,0
57,369149.41,9.2,249363.97,24,9.2,4,0,0.2016,0.1782,57791.04,3,Graduate,Salaried,Mortgage,0
42,321841.74,3.4,469165.8,60,16.4,3,0,0.4755,0.676,183110.19,0,High School,Contract,Mortgage,1
49,263200.2,9.1,356088.29,24,4.8,3,4,0.1969,0.4939,81820.66,3,Graduate,Salaried,Mortgage,1
34,399467.51,10.4,252132.71,48,8.5,3,5,0.3807,0.3474,376330.93,0,Postgraduate,Self-employed,Own,1
48,1526726.78,13.7,432270.49,24,10.4,5,3,0.3603,0.778,423375.88,2,Graduate,Self-employed,Rent,1
25,276710.68,6.3,783236.63,48,12.1,5,2,0.0367,0.4188,146539.36,1,High School,Salaried,Rent,0
50,550060.11,3.4,1785791.23,48,5.9,5,1,0.3651,0.6968,635147.73,0,Graduate,Salaried,Rent,1
25,319175.92,2.0,655809.22,48,0.5,5,1,0.3699,0.5027,160803.97,3,Graduate,Salaried,Own,1
32,467050.17,1.6,87988.39,36,8.1,6,1,0.1854,0.1901,63596.89,0,Graduate,Salaried,Rent,0
36,713586.7,11.0,438981.17,60,7.5,4,1,0.061,0.5706,464582.43,2,Graduate,Salaried,Mortgage,1
46,442264.73,0.0,464805.67,12,5.6,4,0,0.3705,0.5134,654746.71,3,Postgraduate,Contract,Own,0
46,1183567.0,10.9,826982.42,36,6.5,2,0,0.5819,0.217,398877.67,2,Graduate,Salaried,Rent,0
41,1511201.53,2.5,507437.87,24,7.6,7,0,0.2748,0.3872,97697.69,0,High School,Contract,Mortgage,0
59,188664.39,3.3,1016128.79,60,8.4,7,2,0.2745,0.1194,66998.23,0,Graduate,Salaried,Own,1
56,446449.63,5.4,580467.31,36,8.3,6,0,0.1564,0.5541,136008.85,2,Graduate,Contract,Mortgage,0
53,671490.94,3.2,1239503.69,48,6.1,5,1,0.0457,0.3296,1305161.2,2,Postgraduate,Self-employed,Mortgage,0
50,1207535.43,9.7,338343.87,48,8.5,4,2,0.3346,0.2724,70207.26,1,Postgraduate,Self-employed,Rent,0
57,506304.37,13.3,494264.52,24,5.9,3,0,0.4668,0.5057,347081.96,3,Graduate,Salaried,Own,0
43,642912.03,3.4,770134.04,24,9.6,4,1,0.1555,0.3921,167156.27,2,Graduate,Salaried,Rent,1
30,344041.76,4.3,310232.32,36,4.5,5,0,0.3919,0.2914,383093.32,0,Graduate,Salaried,Mortgage,1
25,279760.71,5.3,269276.64,36,7.3,5,0,0.1682,0.2424,65691.28,1,Graduate,Self-employed,Own,0
56,1439331.35,8.2,298917.83,24,0.5,5,2,0.2212,0.2937,147430.33,1,High School,Self-employed,Mortgage,0
54,238348.51,5.4,276512.89,12,5.5,9,1,0.0343,0.2861,87752.22,1,Graduate,Salaried,Rent,0
51,2339547.51,11.5,632014.81,60,9.3,4,1,0.2825,0.1094,91838.92,0,Graduate,Contract,Own,0
30,968555.35,10.6,136540.65,60,2.9,5,2,0.2711,0.3641,324495.37,1,Graduate,Contract,Mortgage,0
39,944785.16,1.3,163672.43,36,5.7,4,0,0.3218,0.4271,73531.93,2,Graduate,Salaried,Own,0
52,892012.49,8.1,1510253.51,36,0.5,6,0,0.1201,0.65,226977.82,0,Graduate,Salaried,Rent,1
21,565661.16,12.1,280882.02,12,1.5,7,0,0.3452,0.3456,188213.56,0,Graduate,Self-employed,Own,0
25,806431.42,4.0,512477.72,48,2.6,8,2,0.4922,0.3317,83924.09,2,Graduate,Salaried,Rent,1
24,585859.02,4.8,170938.26,48,7.4,8,0,0.265,0.8138,99761.27,1,Graduate,Self-employed,Rent,0
36,881092.54,3.9,478390.98,24,8.3,4,2,0.1517,0.4085,235121.6,1,Graduate,Self-employed,Rent,0
44,638067.94,4.0,281996.1,24,6.8,4,1,0.1901,0.4155,176416.5,1,High School,Salaried,Rent,0
36,385399.66,0.0,162916.76,48,5.5,4,1,0.1345,0.3634,185599.74,2,High School,Salaried,Mortgage,0
22,402686.13,0.7,1073034.47,36,5.5,4,2,0.1505,0.3078,149437.05,2,High School,Salaried,Own,1
48,378275.42,6.3,970600.84,12,9.9,8,0,0.4358,0.4794,141896.55,0,High School,Contract,Mortgage,0
52,1108726.97,12.1,419669.28,36,7.9,5,3,0.3484,0.34,176921.68,2,Graduate,Salaried,Rent,0
47,462837.83,3.5,861667.92,36,5.7,6,1,0.3905,0.4081,569249.41,3,Graduate,Salaried,Rent,1
40,227083.01,3.4,1550585.42,36,12.2,3,1,0.2064,0.2279,274849.38,2,High School,Contract,Rent,1
44,808542.81,12.8,734652.02,48,14.8,6,0,0.1588,0.5794,162105.16,1,Postgraduate,Salaried,Rent,0
32,1495112.93,1.6,614641.65,48,2.0,7,5,0.2297,0.221,75753.42,4,Graduate,Self-employed,Own,1
55,994428.42,0.0,512123.03,36,9.1,11,0,0.3231,0.4299,128731.99,0,Graduate,Salaried,Own,1
53,466447.0,2.7,686372.77,60,19.4,3,0,0.1541,0.6993,86207.88,3,High School,Salaried,Mortgage,1
53,271571.63,3.3,355206.74,36,8.1,7,1,0.3107,0.9392,95172.19,1,High School,Salaried,Own,1
57,603728.69,0.0,375941.77,48,7.5,8,1,0.4882,0.4896,40309.97,0,Graduate,Salaried,Rent,1
32,595498.71,5.5,603247.15,36,6.8,4,2,0.0476,0.0397,178381.24,2,Postgraduate,Contract,Rent,1
23,381424.37,9.8,330707.87,60,9.0,6,0,0.0989,0.5884,941183.91,2,High School,Salaried,Mortgage,0
21,880106.46,0.9,354772.87,60,10.0,3,1,0.5289,0.7615,210585.56,4,Graduate,Salaried,Own,1
53,1794742.68,6.4,450054.6,12,2.0,5,1,0.1849,0.5969,322106.6,0,Postgraduate,Salaried,Mortgage,0
60,734527.81,7.6,950646.7,60,6.9,4,0,0.2003,0.6546,387918.64,2,Graduate,Self-employed,Rent,0
30,709978.21,5.7,215511.9,48,0.5,4,2,0.0831,0.2776,143107.79,0,Graduate,Salaried,Rent,0
49,388190.79,6.7,737092.66,48,6.2,2,1,0.1254,0.4287,150981.23,4,Graduate,Salaried,Rent,0
33,1401853.33,6.8,752887.08,24,3.4,7,0,0.386,0.404,58887.18,4,Postgraduate,Contract,Mortgage,0
32,623683.53,2.7,749964.14,48,8.4,4,1,0.4214,0.3833,210711.25,2,Graduate,Salaried,Rent,1
51,472738.59,12.0,266363.64,60,0.5,8,1,0.4641,0.4509,188230.69,1,Postgraduate,Salaried,Own,1
22,673172.07,11.0,149755.59,36,5.0,7,0,0.2189,0.1146,90741.0,3,Graduate,Salaried,Own,0
55,842649.5,10.8,647457.33,60,10.9,4,1,0.2167,0.6961,451146.11,2,Postgraduate,Salaried,Own,0
43,701724.47,10.1,508338.62,12,4.3,4,4,0.3237,0.7004,96703.42,3,Postgraduate,Salaried,Rent,1
37,1261878.46,0.0,864449.07,24,0.5,3,3,0.2858,0.1741,1756109.15,0,Graduate,Salaried,Own,0
46,802841.02,9.7,285401.98,36,8.0,5,1,0.3836,0.3506,248567.36,3,Graduate,Salaried,Rent,1
28,556020.06,8.6,737543.1,36,4.7,6,1,0.281,0.6532,176877.67,0,Graduate,Salaried,Mortgage,0
49,810481.15,0.0,893025.79,48,6.3,7,0,0.2725,0.1794,849043.61,2,Graduate,Salaried,Rent,0
46,855574.15,5.1,422967.89,12,4.1,6,1,0.1251,0.1328,28977.75,4,Postgraduate,Self-employed,Rent,0
30,318609.31,7.1,590076.25,60,14.9,2,0,0.0871,0.4927,143162.36,0,High School,Self-employed,Rent,1
46,1223111.39,12.7,576817.42,12,0.8,9,0,0.3228,0.3778,127245.6,0,Graduate,Salaried,Mortgage,0
54,550856.95,8.9,263826.68,24,18.3,9,1,0.2019,0.6742,155718.12,1,Graduate,Contract,Rent,0
27,558661.97,2.5,635530.68,12,5.4,4,1,0.0945,0.2675,215692.82,1,Graduate,Self-employed,Own,1
24,982626.57,12.8,1291902.87,36,7.7,7,1,0.3316,0.5285,152093.35,2,Graduate,Contract,Rent,0
31,980353.52,6.2,456541.74,60,4.7,5,1,0.5185,0.5807,552116.18,2,High School,Salaried,Rent,0
49,442090.64,5.0,174102.88,48,4.5,4,5,0.1548,0.2872,254997.98,2,Graduate,Self-employed,Own,1
56,1010871.65,4.7,287881.9,48,3.9,8,5,0.233,0.5337,265110.95,4,Postgraduate,Salaried,Rent,1
45,477577.23,0.0,141545.11,12,9.4,4,3,0.1672,0.3302,260560.09,0,Postgraduate,Self-employed,Own,0
41,1768235.68,5.6,1040979.44,36,1.4,5,2,0.191,0.5451,64214.99,2,High School,Salaried,Mortgage,1
56,412182.28,8.0,739456.92,36,8.5,8,1,0.2172,0.5371,211564.47,3,Graduate,Salaried,Mortgage,1
30,741507.27,4.5,324848.06,36,0.5,5,2,0.1722,0.2319,217485.07,1,Postgraduate,Salaried,Rent,0
57,422784.53,7.7,179021.99,12,8.1,7,1,0.3124,0.6526,73223.1,0,Graduate,Salaried,Own,0
